position,BGA_03,BGA_04,BGA_05,BGA_06,BGA_07,BGA_08,BGA_09,BGA_10,BGA_11,BGA_12,BGA_13,BGA_14,BGA_15,BGA_16,BGA_17,BGA_18,BGA_19,BGA_20,BGA_21,BGA_22,BGA_23,BGA_24,BGA_25,BGA_26,BGA_27,BGA_28,BGA_29,BGA_30,BGA_00
149,0,0,0.2485,0.2496,0.4109,0.4142,1.3973,1.4,-0.9834,-0.9836,-0.6838,-0.6837,1.3719,1.3723,-0.7711,-0.7819,-1.3926,-1.3855,0.8165,0.8231,0.7153,0.7196,0.3637,0.3626,0.1766,0.1775,0.0921,0.0905,0
150,0,0,0.2534,0.253,0.4144,0.4178,1.4088,1.4094,-0.9717,-0.9721,-0.7293,-0.7285,1.3926,1.3919,-0.7757,-0.7811,-1.3899,-1.3878,0.8187,0.8226,0.7156,0.7209,0.3613,0.3615,0.1749,0.176,0.0899,0.0896,0
151,0,0,0.2588,0.2559,0.4177,0.4192,1.4183,1.4142,-0.9576,-0.9581,-0.777,-0.7743,1.4158,1.4135,-0.782,-0.7821,-1.3889,-1.3879,0.8216,0.8214,0.7164,0.7216,0.3588,0.3605,0.1734,0.1746,0.0884,0.0885,0
152,0,0,0.2643,0.2589,0.4207,0.4198,1.424,1.4168,-0.9411,-0.9414,-0.8263,-0.8218,1.4415,1.4369,-0.7882,-0.7877,-1.389,-1.3862,0.8256,0.8197,0.7175,0.7217,0.3563,0.3594,0.172,0.173,0.0878,0.0873,0
153,0,0,0.2687,0.2645,0.4232,0.422,1.4238,1.4192,-0.9243,-0.9216,-0.8749,-0.8737,1.4699,1.4606,-0.7942,-0.7948,-1.3889,-1.3815,0.8301,0.8204,0.7166,0.7168,0.3528,0.3568,0.1702,0.1711,0.0882,0.0866,0
154,0,0,0.2699,0.2684,0.4235,0.4226,1.4228,1.4197,-0.9055,-0.9002,-0.9244,-0.927,1.4986,1.4859,-0.8013,-0.8023,-1.3867,-1.3753,0.8309,0.8216,0.7133,0.7108,0.3492,0.3538,0.1682,0.1694,0.0882,0.0866,0
155,0,0,0.2701,0.2703,0.4225,0.4226,1.4194,1.4197,-0.8841,-0.8776,-0.9755,-0.9806,1.5267,1.5135,-0.8102,-0.81,-1.3769,-1.3685,0.8295,0.8227,0.7059,0.7056,0.3458,0.3507,0.1662,0.1679,0.0871,0.0867,0
156,0,0,0.2689,0.269,0.4195,0.4201,1.4154,1.4164,-0.859,-0.8545,-1.03,-1.0337,1.5544,1.5456,-0.8205,-0.8194,-1.3661,-1.3623,0.8267,0.8237,0.6994,0.7009,0.3431,0.3473,0.1641,0.166,0.0852,0.0861,0
157,0,0,0.2668,0.267,0.417,0.4163,1.4098,1.4102,-0.8317,-0.8299,-1.0867,-1.0876,1.5842,1.5792,-0.8326,-0.8311,-1.3548,-1.3543,0.8243,0.8235,0.6943,0.6954,0.3415,0.3437,0.1632,0.1643,0.0848,0.0852,0
158,0,0,0.2639,0.2648,0.4154,0.4127,1.402,1.4016,-0.8029,-0.8035,-1.1446,-1.1423,1.6168,1.6131,-0.8475,-0.8462,-1.3432,-1.3431,0.8224,0.8225,0.6902,0.6895,0.3408,0.3404,0.1629,0.1633,0.0852,0.0845,0
159,0,0,0.2602,0.263,0.4145,0.4104,1.3913,1.3928,-0.7738,-0.776,-1.2018,-1.1964,1.6516,1.6454,-0.8667,-0.8671,-1.3298,-1.3284,0.8197,0.8233,0.6862,0.6852,0.3415,0.3392,0.1646,0.165,0.0883,0.088,0
160,0,0,0.2595,0.2627,0.413,0.4102,1.3797,1.3814,-0.7439,-0.7481,-1.257,-1.2487,1.6847,1.6784,-0.8915,-0.8942,-1.3134,-1.3113,0.8194,0.8259,0.6837,0.6827,0.3428,0.3395,0.168,0.1689,0.0928,0.095,0
161,0,0,0.2603,0.2628,0.4102,0.4106,1.3676,1.3663,-0.7136,-0.7193,-1.3093,-1.2994,1.7155,1.712,-0.9232,-0.9284,-1.2924,-1.2909,0.8214,0.8319,0.682,0.6813,0.3438,0.341,0.1719,0.1736,0.0971,0.1025,0
162,0,0,0.2605,0.2626,0.4073,0.4071,1.3543,1.3484,-0.6845,-0.6866,-1.3562,-1.3509,1.7451,1.7439,-0.9615,-0.9668,-1.264,-1.2624,0.8273,0.8371,0.6805,0.6802,0.3426,0.3404,0.1727,0.174,0.0987,0.1033,0
163,0,0,0.2594,0.2602,0.4023,0.3999,1.3367,1.3312,-0.6542,-0.6508,-1.3995,-1.4008,1.7763,1.7738,-1.0058,-1.0108,-1.2302,-1.2278,0.8364,0.8452,0.6771,0.6792,0.3399,0.3386,0.1717,0.1726,0.0983,0.1018,0
164,0,0,0.2555,0.2515,0.3941,0.39,1.3139,1.3149,-0.6213,-0.6138,-1.4408,-1.4471,1.8089,1.8021,-1.0562,-1.0602,-1.1922,-1.1892,0.8488,0.8585,0.6701,0.6779,0.3359,0.335,0.1671,0.167,0.0952,0.0953,0
165,0,0,0.2541,0.2418,0.3848,0.384,1.2901,1.2953,-0.5826,-0.5818,-1.4854,-1.4839,1.8395,1.831,-1.112,-1.1129,-1.1536,-1.1542,0.8676,0.8765,0.6629,0.6751,0.3329,0.3326,0.1639,0.1635,0.0919,0.0901,0
166,0,0,0.2515,0.2402,0.3782,0.3803,1.2694,1.2746,-0.5453,-0.552,-1.5271,-1.5169,1.8649,1.857,-1.1687,-1.1661,-1.1142,-1.1181,0.8883,0.8935,0.6613,0.6717,0.3305,0.3303,0.1626,0.1625,0.0913,0.0885,0
167,0,0,0.2463,0.2421,0.3736,0.3774,1.2522,1.2544,-0.5113,-0.5229,-1.5646,-1.5487,1.8862,1.8801,-1.2246,-1.2195,-1.0736,-1.0791,0.9081,0.9086,0.6612,0.668,0.3283,0.3279,0.162,0.1623,0.0916,0.0881,0
168,0,0,0.2388,0.2422,0.3674,0.3702,1.2374,1.2386,-0.4821,-0.4906,-1.5969,-1.5848,1.9071,1.9016,-1.2786,-1.2753,-1.0301,-1.0335,0.9233,0.9247,0.66,0.6642,0.3239,0.3242,0.1603,0.1606,0.0903,0.0872,0
169,0,0,0.2337,0.2404,0.3606,0.3616,1.2216,1.2227,-0.4526,-0.457,-1.6299,-1.6227,1.9287,1.9236,-1.3324,-1.3314,-0.9833,-0.984,0.9375,0.9398,0.6569,0.6595,0.3177,0.3189,0.1567,0.157,0.0867,0.0844,0
170,0,0,0.2307,0.2333,0.3535,0.3533,1.2039,1.2056,-0.4213,-0.4229,-1.6647,-1.6612,1.95,1.9457,-1.3854,-1.386,-0.9338,-0.9323,0.9511,0.953,0.6511,0.6536,0.3103,0.3118,0.1509,0.1511,0.0797,0.0784,0
171,0,0,0.2278,0.2288,0.3478,0.3471,1.1843,1.1858,-0.3882,-0.3896,-1.6989,-1.6967,1.9667,1.9652,-1.4346,-1.4356,-0.8837,-0.8819,0.963,0.962,0.6459,0.6474,0.3044,0.3048,0.1457,0.1459,0.0746,0.0742,0
172,0,0,0.2245,0.2248,0.3417,0.3409,1.165,1.1654,-0.3551,-0.3567,-1.731,-1.7292,1.9801,1.9801,-1.4795,-1.48,-0.8365,-0.8355,0.9725,0.9708,0.6407,0.6417,0.3004,0.3002,0.1426,0.1425,0.0723,0.0723,0
173,0,0,0.2206,0.221,0.3349,0.3345,1.1462,1.145,-0.3225,-0.3238,-1.7607,-1.7592,1.9911,1.9913,-1.5203,-1.5202,-0.7929,-0.7931,0.9804,0.9798,0.6358,0.6369,0.2976,0.2973,0.1411,0.1406,0.0714,0.0716,0
174,0,0,0.2164,0.2166,0.3277,0.328,1.1268,1.1246,-0.2902,-0.2904,-1.7887,-1.7877,2.001,1.9998,-1.5588,-1.5578,-0.752,-0.753,0.9871,0.9876,0.632,0.6336,0.296,0.2959,0.1405,0.1396,0.0707,0.0707,0
175,0.0002,0.0002,0.212,0.212,0.3205,0.3215,1.1068,1.1048,-0.2582,-0.2571,-1.815,-1.8154,2.0084,2.0071,-1.5958,-1.5938,-0.7114,-0.7134,0.9922,0.9926,0.6302,0.6311,0.2958,0.2959,0.1401,0.1391,0.0703,0.0705,0
176,0.0003,0.0003,0.2076,0.2076,0.3136,0.315,1.0865,1.0861,-0.2264,-0.2241,-1.8399,-1.8424,2.0137,2.0136,-1.6315,-1.6286,-0.6706,-0.6736,0.996,0.9952,0.63,0.6294,0.297,0.2971,0.1397,0.1387,0.07,0.0703,0
177,0.0004,0.0004,0.2036,0.2032,0.3067,0.3076,1.0677,1.0691,-0.195,-0.1918,-1.8642,-1.8687,2.0172,2.0189,-1.6656,-1.6629,-0.6299,-0.6333,0.9983,0.9968,0.6306,0.6285,0.2998,0.3002,0.1392,0.138,0.07,0.0703,0
178,0.0004,0.0004,0.1993,0.1987,0.2995,0.2995,1.0514,1.0533,-0.1635,-0.1607,-1.8892,-1.8942,2.0204,2.024,-1.6986,-1.6977,-0.5892,-0.5921,0.9984,0.9978,0.6316,0.631,0.3044,0.3052,0.1384,0.1373,0.0697,0.0702,0
179,0.0003,0.0003,0.1946,0.194,0.2919,0.2911,1.0378,1.039,-0.1318,-0.1306,-1.9154,-1.9193,2.0236,2.029,-1.731,-1.7328,-0.5487,-0.5502,0.9967,0.9981,0.6337,0.6359,0.3108,0.3121,0.1372,0.1364,0.0692,0.0699,0
180,0,0,0.1899,0.1895,0.2845,0.2833,1.0267,1.0265,-0.1004,-0.1012,-1.9429,-1.9443,2.0282,2.0332,-1.7637,-1.7676,-0.5094,-0.5082,0.9962,0.9971,0.6382,0.6425,0.319,0.3204,0.1352,0.1357,0.0688,0.0697,0
181,-0.0006,-0.0006,0.1857,0.1853,0.2774,0.2765,1.0168,1.0158,-0.0693,-0.0717,-1.9712,-1.9702,2.0338,2.0377,-1.7974,-1.8023,-0.4699,-0.4658,0.9959,0.9946,0.6462,0.6496,0.3294,0.3303,0.1339,0.1351,0.0688,0.0693,0
182,-0.0014,-0.0014,0.1817,0.1813,0.2707,0.2703,1.008,1.0071,-0.0385,-0.0417,-2.0005,-1.9982,2.0408,2.0434,-1.8327,-1.8378,-0.4296,-0.423,0.995,0.9911,0.6568,0.6575,0.3417,0.3419,0.1328,0.1344,0.0693,0.0688,0
183,-0.0026,-0.0026,0.1774,0.1774,0.2641,0.2637,1.0007,1.0001,-0.0072,-0.01,-2.0326,-2.0312,2.0504,2.0537,-1.8705,-1.8758,-0.3864,-0.3801,0.9916,0.9886,0.6695,0.6683,0.3558,0.3555,0.1332,0.134,0.0693,0.0681,0
184,-0.0041,-0.0041,0.173,0.1734,0.2569,0.2566,0.9964,0.9958,0.0245,0.0226,-2.0684,-2.0681,2.0634,2.0671,-1.9114,-1.9159,-0.3422,-0.3377,0.9889,0.9876,0.6836,0.6808,0.3717,0.371,0.1338,0.1338,0.0686,0.0675,0
185,-0.006,-0.006,0.1686,0.1691,0.2489,0.2491,0.9952,0.9943,0.0568,0.0559,-2.1082,-2.1085,2.0808,2.0835,-1.9557,-1.9584,-0.2975,-0.2956,0.9881,0.9888,0.6988,0.6962,0.3895,0.389,0.134,0.1335,0.0677,0.0673,0
186,-0.0084,-0.0084,0.1639,0.1643,0.2405,0.2417,0.9964,0.9961,0.0905,0.0892,-2.1518,-2.1513,2.1019,2.1031,-2.0035,-2.0045,-0.2526,-0.2522,0.9902,0.9904,0.7157,0.7139,0.4094,0.4095,0.1334,0.133,0.0672,0.0672,0
187,-0.0113,-0.0113,0.1605,0.1606,0.2339,0.2355,1.0002,1.0007,0.125,0.1236,-2.1998,-2.1987,2.1267,2.1264,-2.0546,-2.0546,-0.2087,-0.2082,0.9948,0.9937,0.7353,0.7349,0.4319,0.4323,0.1331,0.1329,0.0676,0.0681,0
188,-0.0147,-0.0147,0.1579,0.1578,0.2288,0.2303,1.0067,1.0081,0.1601,0.1591,-2.2523,-2.2508,2.1553,2.1536,-2.1087,-2.1086,-0.1658,-0.1639,1.0021,0.9992,0.7585,0.7596,0.4574,0.457,0.1335,0.1334,0.0699,0.0709,0
189,-0.0187,-0.0187,0.1564,0.1557,0.2246,0.2258,1.0164,1.0189,0.1957,0.1955,-2.3086,-2.3061,2.1875,2.1826,-2.1662,-2.1649,-0.123,-0.1195,1.0115,1.007,0.7852,0.7875,0.4854,0.484,0.1348,0.135,0.0726,0.0737,0
190,-0.0233,-0.0233,0.1553,0.1541,0.2213,0.2219,1.0307,1.0311,0.2311,0.2332,-2.366,-2.3637,2.2215,2.2142,-2.2271,-2.225,-0.078,-0.0734,1.0207,1.0158,0.8149,0.8182,0.5156,0.514,0.1375,0.1378,0.0751,0.0755,0
191,-0.0286,-0.0286,0.1538,0.1531,0.219,0.2183,1.0488,1.0441,0.2666,0.2724,-2.4238,-2.4234,2.2565,2.2486,-2.2904,-2.2886,-0.0306,-0.025,1.0295,1.0258,0.8471,0.8512,0.5475,0.5467,0.1415,0.1414,0.077,0.0765,0
192,-0.0345,-0.0345,0.15,0.1502,0.2165,0.2148,1.0687,1.057,0.3042,0.3141,-2.4828,-2.4868,2.2907,2.2867,-2.3525,-2.3547,0.017,0.0249,1.0394,1.0398,0.8811,0.8849,0.5793,0.5802,0.1446,0.1441,0.079,0.0784,0
193,-0.0411,-0.0411,0.1442,0.1451,0.2123,0.2103,1.0864,1.0734,0.3459,0.3565,-2.5438,-2.5488,2.3248,2.3226,-2.4125,-2.4161,0.0655,0.0734,1.0524,1.056,0.9154,0.917,0.6117,0.6138,0.1449,0.1448,0.0782,0.079,0
194,-0.0485,-0.0485,0.1357,0.1346,0.2054,0.2025,1.1039,1.0919,0.3916,0.3986,-2.6057,-2.6072,2.3585,2.3547,-2.4701,-2.4715,0.115,0.1206,1.0685,1.0727,0.9498,0.9479,0.6454,0.6479,0.1438,0.1442,0.0763,0.0786,0
195,-0.0566,-0.0566,0.1287,0.1252,0.1975,0.1931,1.1229,1.1137,0.4365,0.439,-2.6631,-2.6589,2.3896,2.3809,-2.526,-2.5221,0.1667,0.1687,1.0849,1.0852,0.984,0.9803,0.6825,0.6849,0.143,0.143,0.0734,0.0775,0
196,-0.0656,-0.0656,0.1223,0.1202,0.1924,0.1852,1.1442,1.1382,0.4785,0.478,-2.7119,-2.7058,2.4129,2.4043,-2.5756,-2.57,0.2172,0.2163,1.0991,1.098,1.0195,1.0152,0.7216,0.7251,0.1428,0.1425,0.0723,0.0764,0
197,-0.0753,-0.0753,0.1165,0.1168,0.1881,0.1793,1.1677,1.1644,0.5175,0.516,-2.752,-2.7478,2.4288,2.4242,-2.6179,-2.614,0.2655,0.2627,1.1114,1.112,1.0559,1.0522,0.7617,0.7681,0.1432,0.1436,0.0745,0.0756,0
198,-0.086,-0.086,0.1116,0.1124,0.1851,0.1757,1.1901,1.1924,0.5541,0.5542,-2.7849,-2.7839,2.4397,2.4375,-2.6531,-2.6492,0.3113,0.3061,1.1245,1.1265,1.093,1.0885,0.8026,0.8114,0.1443,0.1457,0.0779,0.0759,0
199,-0.0974,-0.0974,0.1075,0.1063,0.1799,0.1714,1.2123,1.2198,0.5903,0.5913,-2.8113,-2.811,2.4466,2.4429,-2.6812,-2.6757,0.3556,0.3496,1.1378,1.1381,1.1291,1.1245,0.8437,0.8513,0.145,0.1459,0.0796,0.0772,0
200,-0.1098,-0.1098,0.1035,0.098,0.1701,0.166,1.235,1.2459,0.6262,0.6269,-2.8302,-2.8286,2.4477,2.4417,-2.701,-2.6937,0.3988,0.3934,1.1505,1.1471,1.1633,1.16,0.884,0.8884,0.1446,0.1444,0.0796,0.0788,0
201,-0.1232,-0.1232,0.0962,0.0909,0.16,0.1594,1.2594,1.2676,0.6621,0.6593,-2.8396,-2.8363,2.438,2.4338,-2.7092,-2.7043,0.4405,0.4363,1.1599,1.1568,1.1951,1.1946,0.9222,0.9233,0.1426,0.1419,0.0787,0.0786,0
202,-0.1374,-0.1374,0.0872,0.0839,0.152,0.1525,1.2845,1.2886,0.6941,0.69,-2.835,-2.8323,2.4247,2.4236,-2.7062,-2.7037,0.4811,0.4777,1.1654,1.1637,1.2234,1.2237,0.9594,0.9594,0.14,0.1393,0.0773,0.0773,0
203,-0.1528,-0.1528,0.0775,0.0768,0.1455,0.1458,1.3085,1.3087,0.7225,0.7197,-2.8219,-2.8203,2.4022,2.4025,-2.6952,-2.6941,0.5206,0.5178,1.1683,1.1677,1.2515,1.2522,0.9969,0.9967,0.1371,0.1365,0.0757,0.0756,0
204,-0.1691,-0.1691,0.069,0.0687,0.139,0.1397,1.3314,1.3304,0.7473,0.7471,-2.7986,-2.7981,2.3761,2.3759,-2.6748,-2.6736,0.5575,0.556,1.1688,1.1671,1.279,1.279,1.0355,1.0358,0.1343,0.1335,0.0739,0.0743,0
205,-0.1864,-0.1864,0.0608,0.0603,0.1324,0.1335,1.3539,1.3524,0.771,0.7732,-2.7711,-2.7714,2.3477,2.3457,-2.6509,-2.6491,0.5925,0.5926,1.1672,1.1651,1.306,1.3052,1.0754,1.0757,0.1312,0.1303,0.0721,0.0731,0
206,-0.2049,-0.2049,0.0529,0.0518,0.1256,0.1272,1.3765,1.3746,0.7947,0.7985,-2.7397,-2.7393,2.3188,2.3144,-2.6213,-2.6185,0.6266,0.6282,1.1661,1.1634,1.3328,1.3315,1.1166,1.1166,0.1276,0.1266,0.0703,0.0718,0
207,-0.2245,-0.2245,0.0446,0.0434,0.1184,0.1203,1.3997,1.3978,0.8205,0.8243,-2.7101,-2.709,2.2928,2.2871,-2.5928,-2.5897,0.6618,0.6645,1.1657,1.1634,1.3602,1.3583,1.1589,1.1584,0.1235,0.1222,0.069,0.0699,0
208,-0.2452,-0.2452,0.0364,0.036,0.1118,0.1135,1.4253,1.424,0.849,0.8514,-2.6854,-2.6844,2.2715,2.2676,-2.5679,-2.5676,0.6981,0.7027,1.1679,1.1665,1.3904,1.3893,1.2026,1.2023,0.1195,0.118,0.0684,0.0684,0
209,-0.2672,-0.2672,0.0287,0.0297,0.1059,0.1068,1.4541,1.4538,0.8804,0.8807,-2.6679,-2.6674,2.2568,2.2564,-2.5496,-2.5524,0.7365,0.7431,1.1731,1.1724,1.4246,1.4253,1.2478,1.2484,0.116,0.1146,0.0681,0.0676,0
210,-0.2904,-0.2904,0.0219,0.0238,0.1008,0.0998,1.486,1.4883,0.9139,0.9152,-2.6606,-2.6622,2.2502,2.2529,-2.5426,-2.5462,0.7793,0.7848,1.1831,1.183,1.4633,1.4668,1.2959,1.298,0.1137,0.1128,0.0666,0.0676,0
211,-0.315,-0.315,0.016,0.0186,0.0954,0.0933,1.5228,1.5268,0.9516,0.9547,-2.6597,-2.6648,2.2588,2.2623,-2.5425,-2.5469,0.826,0.8283,1.1985,1.1994,1.5077,1.5121,1.3471,1.3509,0.1122,0.1115,0.064,0.0669,0
212,-0.3409,-0.3409,0.011,0.0143,0.0896,0.0877,1.5648,1.5694,0.9951,0.9997,-2.6772,-2.6837,2.2744,2.2788,-2.5594,-2.5617,0.8767,0.8747,1.2223,1.2243,1.5599,1.5643,1.4036,1.4069,0.1112,0.11,0.0609,0.0654,0
213,-0.3682,-0.3682,0.0077,0.011,0.0838,0.0834,1.614,1.6167,1.046,1.0497,-2.7102,-2.7154,2.3051,2.3086,-2.5897,-2.5908,0.9308,0.9278,1.2552,1.2572,1.62,1.6224,1.4639,1.4656,0.109,0.1076,0.0592,0.0634,0
214,-0.397,-0.397,0.006,0.0082,0.0783,0.079,1.6672,1.6676,1.104,1.1062,-2.7583,-2.7612,2.3483,2.3501,-2.6342,-2.6343,0.9904,0.9878,1.2965,1.298,1.686,1.6864,1.5276,1.5278,0.107,0.1059,0.0587,0.0618,0
215,-0.4274,-0.4274,0.0052,0.0061,0.0732,0.074,1.7262,1.7259,1.1698,1.1706,-2.8237,-2.8246,2.4056,2.4059,-2.6954,-2.695,1.0567,1.0552,1.3466,1.3474,1.758,1.758,1.5955,1.5951,0.1059,0.1055,0.06,0.0611,0
216,-0.4594,-0.4594,0.0045,0.0047,0.0683,0.0687,1.7899,1.7899,1.2431,1.2434,-2.9042,-2.9044,2.4743,2.4743,-2.7711,-2.7707,1.1297,1.1289,1.4049,1.4054,1.8371,1.8372,1.6676,1.6673,0.1064,0.1063,0.0613,0.0613,0
217,-0.4931,-0.4931,0.0044,0.0043,0.0633,0.0637,1.8594,1.8597,1.3234,1.3237,-2.9986,-2.9987,2.5538,2.5536,-2.8602,-2.8599,1.2087,1.2082,1.4715,1.4719,1.9239,1.9241,1.7444,1.7443,0.1079,0.108,0.0625,0.0621,0
218,-0.5286,-0.5286,0.0051,0.0046,0.0586,0.0593,1.9357,1.9358,1.4105,1.4117,-3.1069,-3.1074,2.644,2.6436,-2.9628,-2.9623,1.2937,1.2933,1.5468,1.5474,2.019,2.019,1.8266,1.8266,0.1102,0.1106,0.0638,0.0635,0
219,-0.5661,-0.5661,0.007,0.0065,0.0553,0.0553,2.0179,2.019,1.5034,1.5055,-3.2257,-3.2274,2.7424,2.7428,-3.0754,-3.0756,1.3833,1.3834,1.63,1.6305,2.1211,2.121,1.9142,1.9154,0.1133,0.1149,0.0655,0.0651,0
220,-0.6057,-0.6057,0.0097,0.0097,0.0529,0.052,2.1046,2.1064,1.6008,1.6036,-3.3506,-3.353,2.8457,2.8465,-3.1935,-3.1944,1.4767,1.4776,1.7178,1.7191,2.2289,2.2277,2.0068,2.0089,0.1168,0.1191,0.0679,0.0675,0
221,-0.6475,-0.6475,0.013,0.0139,0.052,0.0493,2.1955,2.1976,1.7017,1.7051,-3.4782,-3.4806,2.9524,2.9528,-3.3142,-3.3153,1.5736,1.5752,1.8089,1.8118,2.3417,2.3382,2.1044,2.1064,0.1202,0.1223,0.0706,0.0707,0
222,-0.6916,-0.6916,0.0162,0.0164,0.049,0.0465,2.2906,2.2917,1.8031,1.808,-3.6026,-3.6043,3.0592,3.0577,-3.4328,-3.4323,1.6738,1.6749,1.9007,1.9056,2.4553,2.4507,2.2047,2.2042,0.1229,0.1231,0.0728,0.0732,0
223,-0.7381,-0.7381,0.0177,0.0183,0.0451,0.0432,2.3888,2.3909,1.9031,1.9085,-3.7175,-3.7187,3.1612,3.1585,-3.5425,-3.5409,1.7742,1.775,1.9931,1.9973,2.5674,2.5636,2.3054,2.3036,0.1241,0.1232,0.073,0.0738,0
224,-0.7873,-0.7873,0.0183,0.0201,0.0398,0.0395,2.4933,2.4979,2.0012,2.006,-3.8241,-3.8253,3.2602,3.2575,-3.6443,-3.6427,1.8738,1.8753,2.0852,2.0865,2.6811,2.6793,2.4102,2.4086,0.1239,0.1231,0.0718,0.0729,0
225,-0.8397,-0.8397,0.0192,0.0234,0.036,0.0364,2.6032,2.6078,2.0967,2.101,-3.9203,-3.9216,3.3541,3.3522,-3.7354,-3.7351,1.9713,1.9749,2.1747,2.1741,2.7972,2.7955,2.5199,2.52,0.1229,0.1231,0.0707,0.0722,0
226,-0.8949,-0.8949,0.0207,0.0256,0.0327,0.0337,2.7163,2.7184,2.1892,2.1941,-4.0051,-4.0067,3.4435,3.4419,-3.8155,-3.8164,2.0675,2.0732,2.26,2.2599,2.9128,2.9106,2.6345,2.6353,0.1207,0.121,0.0696,0.0709,0
227,-0.9517,-0.9517,0.0222,0.0259,0.0298,0.031,2.7994,2.7994,2.2901,2.2954,-4.0798,-4.0815,3.531,3.5296,-3.8872,-3.8886,2.1736,2.1802,2.3532,2.3542,2.9944,2.9922,2.7219,2.7224,0.1166,0.1166,0.0677,0.0686,0
228,-1.0015,-1.0015,0.023,0.0254,0.0272,0.0281,2.7657,2.7655,2.4247,2.4293,-4.1529,-4.1543,3.6217,3.6206,-3.9631,-3.9647,2.3138,2.3201,2.4802,2.4814,2.9571,2.9557,2.6939,2.694,0.1113,0.1112,0.0649,0.0654,0
229,-1.0429,-1.0429,0.0231,0.0243,0.0249,0.0252,2.5913,2.5921,2.5992,2.6022,-4.2222,-4.2233,3.7151,3.7145,-4.0426,-4.044,2.4946,2.4993,2.6477,2.6482,2.7765,2.776,2.5258,2.5257,0.1047,0.105,0.0611,0.0615,0
230,-1.0852,-1.0852,0.0227,0.0232,0.0225,0.0223,2.386,2.3872,2.7836,2.7847,-4.2861,-4.2867,3.8089,3.8089,-4.1183,-4.1195,2.686,2.6889,2.8253,2.8254,2.5621,2.5621,2.3263,2.3264,0.0973,0.0978,0.0566,0.0568,0
231,-1.132,-1.132,0.0217,0.0217,0.0199,0.0196,2.192,2.1929,2.9669,2.967,-4.3452,-4.3455,3.9041,3.9044,-4.1892,-4.1901,2.8777,2.8791,3.0026,3.0025,2.3564,2.3564,2.1379,2.1381,0.0891,0.0895,0.0515,0.0517,0
232,-1.1798,-1.1798,0.0201,0.02,0.0172,0.0171,1.9623,1.9627,3.1647,3.1647,-4.4047,-4.4048,4.005,4.0052,-4.2627,-4.2631,3.0847,3.0854,3.1947,3.1947,2.1125,2.1126,1.9138,1.914,0.08,0.0802,0.0461,0.0462,0
233,-1.2318,-1.2318,0.0182,0.0181,0.0147,0.0148,1.7321,1.7322,3.3707,3.3711,-4.4713,-4.4713,4.1155,4.1153,-4.3434,-4.3433,3.3005,3.3009,3.396,3.396,1.8664,1.8666,1.6895,1.6896,0.0707,0.0707,0.0406,0.0406,0
234,-1.289,-1.289,0.0162,0.0161,0.0125,0.0128,1.5114,1.5112,3.5853,3.5862,-4.548,-4.5483,4.2374,4.2372,-4.4336,-4.4333,3.5252,3.525,3.6064,3.6064,1.6285,1.6289,1.4745,1.4746,0.0613,0.0613,0.0351,0.0352,0
235,-1.3468,-1.3468,0.0142,0.0141,0.0106,0.0108,1.2395,1.2391,3.8277,3.829,-4.6382,-4.6391,4.3733,4.3734,-4.5398,-4.5394,3.7776,3.7764,3.8446,3.8447,1.3394,1.3397,1.2085,1.2084,0.0521,0.0522,0.0297,0.0298,0
236,-1.4025,-1.4025,0.0122,0.0121,0.0089,0.0088,0.883,0.8823,4.109,4.1105,-4.7465,-4.7475,4.5259,4.5262,-4.6682,-4.6672,4.0684,4.0658,4.1221,4.1222,0.9659,0.9661,0.8574,0.8572,0.0433,0.0436,0.0245,0.0244,0
237,-1.4651,-1.4651,0.0103,0.0101,0.0075,0.0071,0.5479,0.5473,4.4007,4.4019,-4.8715,-4.8719,4.6925,4.6921,-4.8117,-4.8098,4.3685,4.3651,4.4107,4.4106,0.6151,0.615,0.5274,0.5272,0.0351,0.0354,0.0196,0.0193,0
238,-1.537,-1.537,0.0086,0.0082,0.0061,0.0057,0.2606,0.2604,4.6976,4.6984,-5.0145,-5.0142,4.8733,4.8722,-4.9703,-4.9679,4.6724,4.6691,4.7052,4.7048,0.3134,0.3135,0.245,0.2445,0.0277,0.0278,0.0153,0.0148,0
239,-1.6311,-1.6311,0.0069,0.0064,0.0047,0.0045,0.1597,0.1599,4.9668,4.9673,-5.1788,-5.1785,5.0709,5.0698,-5.1402,-5.1381,4.9476,4.9448,4.9727,4.9718,0.1995,0.2001,0.1483,0.1476,0.0211,0.0209,0.0117,0.0112,0
240,-1.7519,-1.7519,0.0054,0.0046,0.0034,0.0035,0.3131,0.3136,5.1828,5.1832,-5.3511,-5.3515,5.2713,5.2712,-5.3044,-5.3033,5.1685,5.1665,5.1868,5.1859,0.3418,0.3427,0.305,0.3043,0.0153,0.0151,0.0086,0.0082,0
241,-1.8695,-1.8695,0.0041,0.0031,0.0024,0.0025,0.4369,0.4373,5.3966,5.3966,-5.4989,-5.4995,5.442,5.4426,-5.4453,-5.4453,5.3863,5.3855,5.3986,5.3982,0.4565,0.4572,0.431,0.4306,0.0103,0.0105,0.0059,0.0057,0
242,-1.9915,-1.9915,0.0029,0.0018,0.0016,0.0017,0.6511,0.6513,5.5645,5.564,-5.6062,-5.6064,5.5684,5.5691,-5.541,-5.5419,5.5577,5.5584,5.5646,5.5651,0.6632,0.6635,0.6467,0.6468,0.0061,0.0068,0.0036,0.0035,0
